"Code" "Site" "Location" "River" "Date" "H" "Na" "K" "Mg" "Ca" "Sr" "Ba" "NH4" "Cl" "NO3" "PO4" "SO4" "HCO3" "TOC"
"265"  7835916  78 "UpperLLobregat" "UpperLLobregat" "01.05.1998" 5.128614e-09   40.970   1.5950   7.609  68.88  0.84860 0.024846 2.134037e-01   61.625791   0.3497194  0.10705179   69.04254 160.1000  0.260
"266"  7835977  78 "UpperLLobregat" "UpperLLobregat" "01.07.1998" 1.000000e-08   36.800   0.9597   8.484  71.03  0.83940 0.030970 1.729491e-02   52.223561   1.8249036  0.13381474   76.67163 183.9000  1.845
"267"  7836008  78 "UpperLLobregat" "UpperLLobregat" "01.08.1998" 8.709636e-09   47.220   1.4280   9.847  75.72  0.92730 0.038642 4.998763e-01   71.518614   2.6232720  0.14719622  102.79334 178.0000  2.508
"268"  7836039  78 "UpperLLobregat" "UpperLLobregat" "01.09.1998" 7.943282e-09   55.960   2.3550  10.650  76.01  1.13100 0.049326 9.194652e-02   61.350851   1.6188177  0.10705179   88.59465 180.2000  1.461
"269"  7836069  78 "UpperLLobregat" "UpperLLobregat" "01.10.1998" 7.585776e-09   27.020   1.8610   8.853  74.40  0.92020 0.036466 1.743324e-02   35.443387   0.9289243  0.36129980   71.09837 180.3000  1.344
"270"  7836100  78 "UpperLLobregat" "UpperLLobregat" "01.11.1998" 8.709636e-09    7.006   0.9998   9.143  70.10  0.77640 0.027584 1.035703e-01    8.975488   1.5016078  0.78950698   48.02884 186.0000  3.859
"271"  7836161  78 "UpperLLobregat" "UpperLLobregat" "01.01.1999" 5.623413e-09   20.540   1.4480  13.060  95.64  1.14100 0.037098 4.793272e-02   24.793091   2.2974781  0.13381474  109.85530 209.7000  1.662
"272"  7836251  78 "UpperLLobregat" "UpperLLobregat" "01.04.1999" 1.823896e-08   25.730   1.1730   9.287  82.75  0.88710 0.027454 6.914901e-02   38.622611   1.3103368  0.13381474   71.28743 180.9000  0.653
"273"  7836373  78 "UpperLLobregat" "UpperLLobregat" "01.08.1999" 1.428894e-08   12.310   0.4581   8.838  71.47  0.81570 0.025295 1.033892e-01   16.544640   2.4495971  0.13381474   71.88354 182.2000  0.199
"274" 11835582 118 "UpperLLobregat" "UpperLLobregat" "01.06.1997" 5.011872e-09   18.080   1.6700  10.250  98.33  1.03757 0.024110 6.935323e-02   27.286563   1.6684640  0.16057769   93.35251 197.9680  3.491
"275" 11835612 118 "UpperLLobregat" "UpperLLobregat" "01.07.1997" 6.309573e-09   17.780   1.6440  10.260  91.67  1.19634 0.035760 1.180815e-01   13.745554   2.4997944  0.20071500   86.66411 229.0577  2.479
"276" 11835643 118 "UpperLLobregat" "UpperLLobregat" "01.08.1997" 5.011872e-09   15.360   1.7650  10.010  88.68  0.97170 0.054980 3.124563e-02   21.309598   5.1916836  0.34791833   92.75956 222.7584  3.636
"277" 11835674 118 "UpperLLobregat" "UpperLLobregat" "01.09.1997" 6.309573e-09   19.620   1.2980  10.080  91.99  1.04400 0.096998 8.301354e-02   27.306659   2.4444284  0.16057769   95.00911 202.0320  2.401
"278" 11835735 118 "UpperLLobregat" "UpperLLobregat" "01.11.1997" 1.202264e-08   28.740   1.4890   9.957  84.34  1.08700 0.042235 1.179159e-01   50.412037   0.4975867  0.14719622   99.67619 174.7300  1.080
"279" 11835765 118 "UpperLLobregat" "UpperLLobregat" "01.12.1997" 1.267652e-08   20.890   1.0390  10.300  87.09  1.12500 0.045584 8.851548e-02   25.996571   1.1636624  0.13381474   96.81241 176.9600  2.277
"280" 11835796 118 "UpperLLobregat" "UpperLLobregat" "01.01.1998" 6.918310e-08   25.330   1.3190   9.387  85.61  0.95800 0.074058 2.833105e-02   40.718520   3.0687625  0.13381474  107.26914 192.4200  2.869
"281" 11835827 118 "UpperLLobregat" "UpperLLobregat" "01.02.1998" 9.120108e-09   20.370   2.1550   9.790  88.62  1.08400 0.036565 1.207609e-01   25.571997   2.5063881  0.16057769   86.43816 195.8000  1.846
"282" 11835855 118 "UpperLLobregat" "UpperLLobregat" "01.03.1998" 6.606934e-09   20.850   2.1070   9.775  87.14  1.03600 0.038500 3.302179e-02   29.151544   1.9050733  0.28101096   76.86948 188.6000  2.659
"283" 11835886 118 "UpperLLobregat" "UpperLLobregat" "01.04.1998" 1.348963e-08   33.860   3.5610   9.454  84.46  1.04000 0.040100 4.618591e-01   35.413225   1.7610443  0.29439243   96.15934 184.9000  2.001
"284" 11835916 118 "UpperLLobregat" "UpperLLobregat" "01.05.1998" 6.918310e-09   22.440   1.6280   8.604  80.44  0.96080 0.032932 1.870177e-01   37.141836   1.1559459  0.18734064   94.72166 179.6000  0.713
"285" 11835947 118 "UpperLLobregat" "UpperLLobregat" "01.06.1998" 7.762471e-09   13.270   1.4880   9.113  85.94  1.03500 0.034283 6.327710e-02   13.248670   2.2361138  0.13381474  111.83420 189.2000  3.121
"286" 11836008 118 "UpperLLobregat" "UpperLLobregat" "01.08.1998" 1.023293e-08   23.370   1.6250  90.186  80.78  0.97960 0.036422 4.830148e-02   33.762692   1.1061029  0.10705179  106.57653 184.3000  2.451
"287" 11836039 118 "UpperLLobregat" "UpperLLobregat" "01.09.1998" 1.230269e-08   22.290   2.2300   9.899  85.19  1.12200 0.039997 3.004606e-02   24.611894   0.4828501  0.20072211  100.51275 186.2000  2.592
"288" 11836069 118 "UpperLLobregat" "UpperLLobregat" "01.10.1998" 7.413102e-09   20.050   2.0610   9.416  86.90  1.11800 0.041241 4.692431e-02   25.236913   1.0753795  0.41482570  110.09775 184.9000  1.685
"289" 11836100 118 "UpperLLobregat" "UpperLLobregat" "01.11.1998" 8.709636e-09   16.800   1.5710   9.931  85.15  1.21100 0.047248 4.858462e-02   21.035609   0.7141718  0.21410359  108.76369 165.9000  1.693
"290" 11836130 118 "UpperLLobregat" "UpperLLobregat" "01.12.1998" 1.819701e-08   17.570   1.5800  10.120  86.78  1.21800 0.058791 2.407036e-01   26.312517   1.8884075  0.13381474  149.17682 175.1000  2.411
"291" 11836251 118 "UpperLLobregat" "UpperLLobregat" "01.04.1999" 6.839116e-09   21.000   1.5310  11.030  90.16  1.15400 0.047216 1.199042e-02   30.327934   1.1930338  0.13381474  117.26879 175.6000  1.172
"292"  8035582  80 "UpperLLobregat" "UpperLLobregat" "01.06.1997" 7.943282e-09   16.720   2.1700  10.100  89.88  1.03990 0.032690 1.797862e-01   20.134165   1.4567211  0.33453685   96.85544 196.9520  2.726
"293"  8035612  80 "UpperLLobregat" "UpperLLobregat" "01.07.1997" 7.943282e-09   17.150   1.7920  10.770  88.96  1.17114 0.036820 1.863875e-01   15.467128   1.5960770  0.14719100   90.69184 220.3708  2.851
"294"  8035643  80 "UpperLLobregat" "UpperLLobregat" "01.08.1997" 6.309573e-09   16.280   1.0350  10.820  92.51  1.04200 0.066950 1.581458e-01   23.489515   2.5712356  0.37468128   93.86425 226.2636  1.598
"295"  8035674  80 "UpperLLobregat" "UpperLLobregat" "01.09.1997" 7.943282e-09   17.200   1.5990  10.420  90.70  1.03200 0.075061 1.064850e-01   24.028842   2.5905259  0.17395916  106.56727 204.7244  3.802
"296"  8035704  80 "UpperLLobregat" "UpperLLobregat" "01.10.1997" 6.309573e-09   19.980   1.2250   9.860  83.21  0.95450 0.047121 2.641360e-02   26.194495   2.2565009  0.33453685   89.43836 186.7500  2.314
"297"  8035735  80 "UpperLLobregat" "UpperLLobregat" "01.11.1997" 1.548817e-08   29.880   2.0200  10.660  87.13  1.11100 0.050200 2.232665e-01   49.098289   0.9657586  0.30777391  100.71138 180.3700  2.017
"298"  8035765  80 "UpperLLobregat" "UpperLLobregat" "01.12.1997" 6.426877e-09   27.230   1.6750  11.150  89.60  1.14500 0.048129 1.651116e-01   35.467889   2.4499148  0.29439243   94.76466 184.4300  2.550
"299"  8035796  80 "UpperLLobregat" "UpperLLobregat" "01.01.1998" 1.023293e-07   23.620   1.6300  11.240  86.74  0.92340 0.086206 1.783040e-01   34.925858   7.5387632  0.24086654  100.18661 204.3200  3.192
"300"  8035827  80 "UpperLLobregat" "UpperLLobregat" "01.02.1998" 1.584893e-08   21.970   1.6520  11.030  84.01  0.94840 0.052019 2.185611e-01   22.857802   5.5343920  0.21410359   84.46390 244.8000  2.265
"301"  8035855  80 "UpperLLobregat" "UpperLLobregat" "01.03.1998" 7.413102e-09   22.160   1.5040  11.320  86.84  1.02900 0.061900 4.801249e-02   29.566509   3.5896952  0.20072211   73.22640 196.7000  2.859
"302"  8035886  80 "UpperLLobregat" "UpperLLobregat" "01.04.1998" 1.318257e-08   25.430   2.1840  10.630  83.93  1.05800 0.040300 6.797550e-02   28.928744   1.3929024  0.21410359   92.95149 186.9000  2.980
"303"  8035916  80 "UpperLLobregat" "UpperLLobregat" "01.05.1998" 1.148154e-08   23.960   2.0510   9.479  79.02  0.94800 0.035664 2.184670e-01   33.786212   3.1723209  0.30777391   93.55128 122.4000  1.079
"304"  8035947  80 "UpperLLobregat" "UpperLLobregat" "01.06.1998" 7.079458e-09   13.230   1.5710   9.120  81.41  0.95720 0.036758 7.502344e-02   15.872192   1.6553715  0.17395916  109.45680 185.4000  2.413
"305"  8035977  80 "UpperLLobregat" "UpperLLobregat" "01.07.1998" 8.317638e-09   17.870   1.1690   9.236  80.52  0.99050 0.041148 9.013974e-02   23.175646   1.8887188  0.29439243  100.27654 187.3000  2.599
"306"  8036008  80 "UpperLLobregat" "UpperLLobregat" "01.08.1998" 2.238721e-08   19.390   2.3350   8.690  76.15  0.92080 0.033498 4.470659e-01   23.958928   3.0864457  0.57540339   98.58437 178.0000  2.922
"307"  8036039  80 "UpperLLobregat" "UpperLLobregat" "01.09.1998" 1.380384e-08   21.670   1.9000  10.510  86.58  1.18200 0.038931 1.979539e-02   24.367640   1.5520740  0.29439243  108.14103 188.9000  2.068
"308"  8036069  80 "UpperLLobregat" "UpperLLobregat" "01.10.1998" 9.772372e-09   20.000   2.0870   9.711  85.76  1.09000 0.042943 4.692431e-02   27.236763   1.9812141  0.46835160  116.50773 181.8000  2.543
"309"  8036100  80 "UpperLLobregat" "UpperLLobregat" "01.11.1998" 9.120108e-09   21.850   2.0100  10.330  87.91  1.20300 0.046288 9.136042e-02   33.288701   2.5855258  0.68245518  116.76280 180.1000  1.723
"310"  8036130  80 "UpperLLobregat" "UpperLLobregat" "01.12.1998" 1.949845e-08   22.330   2.4530  10.920  90.62  1.28200 0.054292 1.749303e-01   32.666672   2.5271481  0.13381474  157.83767 179.7000  2.090
"311"  8036161  80 "UpperLLobregat" "UpperLLobregat" "01.01.1999" 7.585776e-09   19.690   2.3240  13.320  95.45  1.17600 0.049813 1.015547e-01   26.724681   5.6191303  0.26762948  160.84000 200.2000  1.804
"312"  8036251  80 "UpperLLobregat" "UpperLLobregat" "01.04.1999" 1.592209e-08   24.860   2.6980  11.550  90.69  1.15100 0.045140 8.599946e-02   24.395485   1.5107735  0.40144423   83.95923 164.9000  1.843
"313"  3135582  31 "LowerLLobregat" "LowerLLobregat" "01.06.1997" 7.943282e-09  110.700  26.4800  27.460 105.10  1.74964 0.051170 3.896709e-01  224.591948   4.4195137  0.49511454  149.60889 216.6116  2.938
"314"  3135612  31 "LowerLLobregat" "LowerLLobregat" "01.07.1997" 1.000000e-07   81.490  19.7900  22.930 105.40  1.56741 0.052070 1.233996e-01  243.952307   3.7106204  0.48171600  108.41291 246.6853  2.382
"315"  3135643  31 "LowerLLobregat" "LowerLLobregat" "01.08.1997" 7.943282e-09  138.300  34.4900  26.770  96.35  1.39700 0.068874 2.259329e-01  291.041333   4.1946538  0.46835160  125.15378 217.5260  5.134
"316"  3135674  31 "LowerLLobregat" "LowerLLobregat" "01.09.1997" 6.309573e-09   67.640  17.7000  18.000  96.21  1.25200 0.052353 3.893838e-02  123.596089   2.4073853  0.21410359  115.12464 218.8468  1.730
"317"  3135765  31 "LowerLLobregat" "LowerLLobregat" "01.12.1997" 6.237348e-09  104.400  19.4100  23.010  99.92  1.47500 0.060472 3.737386e-01  188.263091   2.2527084  0.42820717  141.57003 210.9000  2.249
"318"  3135796  31 "LowerLLobregat" "LowerLLobregat" "01.01.1998" 1.258925e-08   98.950  18.6000  25.770 105.80  1.51900 0.099751 2.813561e-01  158.103071   8.9211916  0.26762948  132.69043 226.1000  3.919
"319"  3135827  31 "LowerLLobregat" "LowerLLobregat" "01.02.1998" 7.244360e-09   95.780  18.9400  23.510 101.90  1.56100 0.048035 6.297613e-01  118.708488   8.9410481  0.32115538  111.27912 225.2000  2.790
"320"  3135855  31 "LowerLLobregat" "LowerLLobregat" "01.03.1998" 7.943282e-09   96.150  18.3200  22.410  96.88  1.46100 0.046500 1.821822e-01  142.803314   4.3508817  0.25424801  120.33751 210.3000  2.812
"321"  3135886  31 "LowerLLobregat" "LowerLLobregat" "01.04.1998" 6.309573e-09  105.900  21.8800  23.970  99.54  1.56400 0.050600 1.909214e-01  200.567052   2.0521040  0.24086654  153.25717 211.0000  3.407
"322"  3135947  31 "LowerLLobregat" "LowerLLobregat" "01.06.1998" 9.332543e-09   77.650  16.9500  18.480  91.35  1.26300 0.047163 2.163962e-01  137.144769   5.8833354  0.56202192  140.90074 210.5000  3.040
"323"  3135977  31 "LowerLLobregat" "LowerLLobregat" "01.07.1998" 1.071519e-08  131.900  30.3700  21.320  89.15  1.24800 0.041685 1.656233e-01  244.531854   3.0302748  0.82965140  134.76783 198.0000  2.744
"324"  3136008  31 "LowerLLobregat" "LowerLLobregat" "01.08.1998" 9.332543e-09  133.900  32.5100  22.360  90.23  1.30100 0.045605 1.128255e-01  267.629363   3.0190638  0.46835160   69.43605 191.1000  2.962
"325"  3136039  31 "LowerLLobregat" "LowerLLobregat" "01.09.1998" 1.253141e-08  107.300  21.6200  17.940  83.55  1.16100 0.047105 1.757475e-01  214.217699   8.1687023  0.33453685  141.69214 188.5000  2.292
"326"  3136069  31 "LowerLLobregat" "LowerLLobregat" "01.10.1998" 7.943282e-09  103.600  21.0000  18.710  94.51  1.34800 0.071773 9.805311e-02  189.235569   0.7166752  0.50849602  131.01266 198.9000  2.632
"327"  3136100  31 "LowerLLobregat" "LowerLLobregat" "01.11.1998" 8.912509e-09  110.500  24.0000  20.060  97.39  1.42200 0.052472 7.943350e-02  167.864321   2.5067044 32.32964162  101.36876 194.7000  2.083
"328"  3136130  31 "LowerLLobregat" "LowerLLobregat" "01.12.1998" 1.584893e-08   98.890  20.0100  19.410  96.18  1.48900 0.046386 1.315877e-01  171.990878   3.1584081  0.41482570  163.34115 183.2000  2.982
"329"  3136161  31 "LowerLLobregat" "LowerLLobregat" "01.01.1999" 2.630268e-08  142.700  38.2900  27.570 103.50  1.47600 0.049814 1.458945e+00  263.529231  13.7870547  0.26762948  168.09103 215.3000  3.146
"330"  3136251  31 "LowerLLobregat" "LowerLLobregat" "01.04.1999" 1.892344e-08  167.100  34.9400  30.990 110.90  1.74900 0.046962 2.367998e-01  274.028791   5.9805421  0.53525897  166.11990 213.3000  3.184
"331"  3136373  31 "LowerLLobregat" "LowerLLobregat" "01.08.1999" 1.901078e-08  135.100  43.3800  24.620  88.49  1.38200 0.114272 2.683705e-01  305.280166   5.6485197  0.40144423  136.29395 190.2000  1.598
"332"  2335582  23 "LowerLLobregat" "LowerLLobregat" "01.06.1997" 1.584893e-08  177.880  40.7000  37.200 104.20  1.87078 0.045940 1.356220e+00  305.744872   6.5032744  0.90994024  199.96603 222.4536  3.740
"333"  2335612  23 "LowerLLobregat" "LowerLLobregat" "01.07.1997" 1.258925e-08  278.200  30.9900  28.260  95.61  1.86183 0.056020 1.179840e+00  489.010553  15.2555912  0.46833500  130.77029 250.3937  3.881
"334"  2335643  23 "LowerLLobregat" "LowerLLobregat" "01.08.1997" 7.943282e-09  168.500  37.8200  32.510 104.00  1.66900 0.082397 6.137406e-01  320.694762  10.4341815  0.69583666  139.79819 242.7737  5.171
"335"  2335674  23 "LowerLLobregat" "LowerLLobregat" "01.09.1997" 6.309573e-09  116.100  28.5000  24.740  92.78  1.39300 0.068825 2.935684e-01  220.530799   9.4649442  0.57540339  125.58038 219.3040  2.614
"336"  2335735  23 "LowerLLobregat" "LowerLLobregat" "01.11.1997" 3.890451e-08  170.600  34.3400  32.050 101.50  1.72800 0.057680 1.323281e+00  309.674357   5.0577741  0.96346614  164.39604 206.3200  3.223
"337"  2335765  23 "LowerLLobregat" "LowerLLobregat" "01.12.1997" 9.682779e-09  160.000  36.0000  39.950  84.35  0.77380 0.121217 1.593312e+00  298.061626   6.6469698  0.76274403  167.46192 217.4900  2.792
"338"  2335796  23 "LowerLLobregat" "LowerLLobregat" "01.01.1998" 9.332543e-09  171.300  35.7200  33.190 102.50  1.65600 0.064379 8.385882e-01  310.854475   9.4539890  0.58878486  179.82096 234.1600  5.162
"339"  2335827  23 "LowerLLobregat" "LowerLLobregat" "01.02.1998" 2.454709e-08  248.600  56.2700  36.570 102.90  1.73500 0.053561 1.196066e+00  394.574788  11.0522148  0.56202192  132.92334 232.8000  2.947
"340"  2335855  23 "LowerLLobregat" "LowerLLobregat" "01.03.1998" 1.047129e-08  161.200  28.7100  30.770 100.90  1.70800 0.053900 3.564402e-01  288.477759   7.2139977  0.80288845  148.63040 229.2000  4.327
"341"  2335886  23 "LowerLLobregat" "LowerLLobregat" "01.04.1998" 2.630268e-08  155.500  32.1600  29.500  98.80  1.70400 0.052300 1.682215e+00  300.469492   5.1359807  0.74936255  123.84577 212.9000  4.692
"342"  2335916  23 "LowerLLobregat" "LowerLLobregat" "01.05.1998" 1.862087e-08  152.000  33.1800  27.540  93.05  1.50600 0.044956 1.419265e+00  301.967554   5.1883829  0.78950698  141.15134 198.3000  3.539
"343"  2335947  23 "LowerLLobregat" "LowerLLobregat" "01.06.1998" 1.230269e-08  125.600  27.1800  23.620  91.31  1.37200 0.048325 4.466760e-01  241.786163   4.5377981  0.48173307  145.01205 208.3000  3.404
"344"  2335977  23 "LowerLLobregat" "LowerLLobregat" "01.07.1998" 2.290868e-08  177.900  40.3500  30.150  93.82  1.64300 0.044929 1.500000e+00  325.763748   5.5561248  0.81626992  151.62981 201.9000  2.766
"345"  2336008  23 "LowerLLobregat" "LowerLLobregat" "01.08.1998" 1.778279e-08  140.300  32.6200  25.640  88.81  1.44000 0.044153 6.102482e-01  280.961898   5.3217510  0.97684762  133.88636 202.3000  2.717
"346"  2336039  23 "LowerLLobregat" "LowerLLobregat" "01.09.1998" 1.905461e-08  135.900  28.4500  22.530  86.41  1.34500 0.043715 9.103243e-01  256.182093   8.5933883  0.60216634  145.32907 189.2000  3.163
"347"  2336069  23 "LowerLLobregat" "LowerLLobregat" "01.10.1998" 2.754229e-08  137.200  32.2200  25.180  96.29  1.57100 0.052731 1.551632e+00  255.432160   6.7329634  0.85641435  139.16036 197.0000  4.377
"348"  2336130  23 "LowerLLobregat" "LowerLLobregat" "01.12.1998" 2.951209e-08  135.800  29.1000  24.600  98.36  1.63100 0.049010 1.329995e+00  232.407522   5.0970960  0.93670319  169.58314 195.2000  2.884
"349"  2336161  23 "LowerLLobregat" "LowerLLobregat" "01.01.1999" 2.137962e-08  113.400  23.6300  26.590  91.82  1.47600 0.029505 1.153484e+00  242.424299  16.1903739  1.07051793  196.07962 187.1000  4.082
"350"  2336251  23 "LowerLLobregat" "LowerLLobregat" "01.04.1999" 1.458814e-08  161.600  40.7400  33.930 106.30  1.75100 0.046836 1.940648e+00  298.114063  11.9852218  0.93670319  169.25538 183.1000  3.093
"351"  2336373  23 "LowerLLobregat" "LowerLLobregat" "01.08.1999" 2.223310e-08  103.900  27.2100  23.450  96.88  1.61900 0.053500 7.038245e-01  163.597867   7.1559607  0.66907371  102.88200 188.9000  1.526
"352"  8435582  84 "LowerLLobregat" "LowerLLobregat" "01.06.1997" 6.309573e-09  223.300  45.8700  41.630 121.20  2.26249 0.069550 4.927578e-01  399.006076   5.1336036  0.45497012  171.60195 238.9129  4.770
"353"  8435612  84 "LowerLLobregat" "LowerLLobregat" "01.07.1997" 3.981072e-08  177.700  29.9200  29.060 104.70  1.84429 0.053200 4.714612e-01  317.716919   6.7016142  0.60214500  128.01051 271.0693  2.421
"354"  8435643  84 "LowerLLobregat" "LowerLLobregat" "01.08.1997" 7.943282e-09  152.600  36.6900  32.140 103.50  1.60000 0.071522 4.466422e-01  295.305225   7.9522933  0.58878486  132.04455 240.4877  3.220
"355"  8435674  84 "LowerLLobregat" "LowerLLobregat" "01.09.1997" 6.309573e-09  132.100  27.6400  26.360 103.30  1.48900 0.059191 3.132432e-01  267.467177   5.5623441  0.61554781  130.81595 235.1029  3.064
"356"  8435704  84 "LowerLLobregat" "LowerLLobregat" "01.10.1997" 1.659587e-08  178.800  41.8200  31.710  94.33  1.40800 0.259352 3.706369e-01  352.501923   7.7479588  0.84303287  158.76604 227.3300  3.427
"357"  8435735  84 "LowerLLobregat" "LowerLLobregat" "01.11.1997" 3.235937e-08  199.200  38.9200  34.880 106.60  1.74400 0.065977 1.471720e+00  362.403686   2.5249130  0.93670319  136.85172 230.3300  3.434
"358"  8435765  84 "LowerLLobregat" "LowerLLobregat" "01.12.1997" 7.194490e-09  204.200  42.4500  37.810 108.10  1.79200 0.055183 2.866564e+00  373.261562  14.5678438  1.04375499  166.62383 249.7000  5.518
"359"  8435796  84 "LowerLLobregat" "LowerLLobregat" "01.01.1998" 5.370318e-08  144.200  23.3700  27.860  90.54  1.40500 0.054778 1.203342e+00  290.680044  12.3252388  0.44158865  163.11484 239.2000  4.261
"360"  8435827  84 "LowerLLobregat" "LowerLLobregat" "01.02.1998" 2.344229e-08  147.700  25.1600  28.590  95.87  1.53500 0.054144 5.404280e-01  215.675533   9.4558602  0.57540339  126.91723 290.2000  4.455
"361"  8435855  84 "LowerLLobregat" "LowerLLobregat" "01.03.1998" 1.258925e-08  155.600  26.3700  29.820 101.00  1.62400 0.063600 7.774716e-01  250.773137   8.4219452  0.74936255  162.70155 242.6000  4.658
"362"  8435886  84 "LowerLLobregat" "LowerLLobregat" "01.04.1998" 2.570396e-08  147.100  30.8200  28.370  93.97  1.55300 0.049600 1.814700e+00  274.100400   6.4370124  0.60216634  161.93893 229.1000  4.586
"363"  8435947  84 "LowerLLobregat" "LowerLLobregat" "01.06.1998" 2.041738e-08  141.500  27.5800  25.610  91.69  1.33700 0.063536 1.139475e+00  261.185178   7.2402690  1.07051793  148.54732 235.8000  4.183
"364"  8435977  84 "LowerLLobregat" "LowerLLobregat" "01.07.1998" 1.548817e-08  152.500  31.2800  25.780  90.21  1.40700 0.049910 7.582784e-01  268.869437   4.8454933  0.78950698  150.99934 225.0000  4.667
"365"  8436008  84 "LowerLLobregat" "LowerLLobregat" "01.08.1998" 6.025596e-09  148.400  32.5600  26.250  88.35  1.40300 0.048917 1.864227e-01  295.666054   1.5213053  0.85641435  144.20272 207.6000  4.022
"366"  8436039  84 "LowerLLobregat" "LowerLLobregat" "01.09.1998" 2.630268e-08  154.700  31.8900  24.030  86.00  1.43600 0.045570 1.048278e+00  227.936874  15.8907483  0.95008467  141.65714 203.2000  3.145
"367"  8436069  84 "LowerLLobregat" "LowerLLobregat" "01.10.1998" 2.290868e-08  156.500  28.7600  24.740  97.86  1.52100 0.049293 1.235934e+00  268.195188   6.4706406  1.11066236  145.52580 227.7000  4.127
"368"  8436100  84 "LowerLLobregat" "LowerLLobregat" "01.11.1998" 3.090295e-08  159.500  33.2800  26.700 100.60  1.56900 0.045075 1.611149e+00  326.440127  12.7172856  0.88317730  176.50579 227.1000  1.830
"369"  8436130  84 "LowerLLobregat" "LowerLLobregat" "01.12.1998" 5.754399e-08  205.300  37.7300  29.800 104.90  1.71700 0.046015 2.829993e+00  404.175531   8.5913247  0.81626992  270.61773 225.2000  5.363
"370"  8436161  84 "LowerLLobregat" "LowerLLobregat" "01.01.1999" 2.754229e-08  122.900  24.0900  27.270 101.10  1.46900 0.054023 1.273774e+00  210.885905  14.7457457  0.66907371  174.33429 221.7000  3.272
"371"  8436373  84 "LowerLLobregat" "LowerLLobregat" "01.08.1999" 3.118890e-08  176.500  50.3300  30.290  93.96  1.68900 0.060508 5.770744e-01  397.080729   9.4939412  0.53525897  157.18680 185.9000  2.324
"372"   535582   5 "LowerLLobregat" "LowerLLobregat" "01.06.1997" 3.162278e-09  224.500  41.0500  46.000 134.10  2.45985 0.065870 4.707121e-02  390.739499   4.8976199  0.48173307  230.41815 253.5941  5.927
"373"   535612   5 "LowerLLobregat" "LowerLLobregat" "01.07.1997" 1.584893e-08  180.300  29.0500  32.750 110.10  2.10660 0.061020 4.277523e-01  468.855059   3.7279416  0.77609800  152.36119 279.8070  3.234
"374"   535643   5 "LowerLLobregat" "LowerLLobregat" "01.08.1997" 1.000000e-08  307.200  89.4800  49.070 111.50  1.72600 0.080866 4.417787e-01  967.237914   5.7735340  0.70921813  191.96151 251.5621  3.863
"375"   535674   5 "LowerLLobregat" "LowerLLobregat" "01.09.1997" 6.309573e-09  164.700  34.0700  30.560 107.50  1.57700 0.069243 2.569500e-01  299.502128   9.6693105  0.66907371  163.08178 251.0033  2.187
"376"   535735   5 "LowerLLobregat" "LowerLLobregat" "01.11.1997" 2.238721e-08  213.300  40.9000  37.020 112.20  1.78900 0.091104 8.587697e-01  415.955817   7.6864107  1.00361056  200.79372 247.1600  4.250
"377"   535765   5 "LowerLLobregat" "LowerLLobregat" "01.12.1997" 4.720630e-09  227.000  39.7000  43.340 131.70  2.11200 0.064728 1.897299e+00  381.705203   3.6404537  0.92332172  232.51204 276.4700  6.081
"378"   536039   5 "LowerLLobregat" "LowerLLobregat" "01.09.1998" 1.949845e-08  148.000  30.6200  26.870  97.80  1.50600 0.062066 5.398846e-01  263.541307   2.1253205  1.00361056  145.64151 219.4000  4.411
"379"   536069   5 "LowerLLobregat" "LowerLLobregat" "01.10.1998" 2.041738e-08  177.500  31.3200  26.120 100.70  1.53100 0.054816 7.879735e-01  295.789449   3.2245305  1.16418825  149.86816 229.6000  4.538
"380"   536100   5 "LowerLLobregat" "LowerLLobregat" "01.11.1998" 2.041738e-08  183.500  35.1400  28.560 103.90  1.60900 0.050637 9.856632e-01  350.083588  12.9698224  1.01699204  173.76090 241.9000  4.560
"381"   536130   5 "LowerLLobregat" "LowerLLobregat" "01.12.1998" 1.202264e-08  180.300  32.7200  29.420 106.50  1.72000 0.046684 1.787313e+00  359.657629  11.4975007  1.60577690  215.84798 228.4000  5.666
"382"   536161   5 "LowerLLobregat" "LowerLLobregat" "01.01.1999" 3.090295e-08  160.000  26.1900  33.580 117.00  1.70800 0.052924 1.511104e+00  247.153677  17.2617095  0.80288845  227.02515 249.0000  5.102
"383"   536373   5 "LowerLLobregat" "LowerLLobregat" "01.08.1999" 1.990673e-08  128.400  33.4900  25.550  93.38  1.52800 0.056624 7.474553e-02  223.448509   6.9999897  0.53525897  117.88760 207.5000  3.465
"384"  4935582  49 "LowerLLobregat" "LowerLLobregat" "01.06.1997" 6.309573e-09  227.000  30.0300  32.240  83.90  1.53773 0.040710 1.460560e-01  382.445750   2.9688551  0.05352590  222.30705 219.9644  7.404
"385"  4935612  49 "LowerLLobregat" "LowerLLobregat" "01.07.1997" 3.162278e-08  200.400  33.6800  34.270 116.30  2.16773 0.054770 2.990333e-01  392.464759   3.2224644  0.72257400  155.02892 277.0129  3.431
"386"  4935643  49 "LowerLLobregat" "LowerLLobregat" "01.08.1997" 7.943282e-09  146.500  29.6100  35.420 115.00  1.69500 0.086576 5.790636e-01  272.689317   5.1894910  0.65569223  177.56255 259.4361  4.411
"387"  4935674  49 "LowerLLobregat" "LowerLLobregat" "01.09.1997" 6.309573e-09  198.700  38.3400  32.960 109.20  1.61000 0.081045 3.305765e-01  398.435818   3.7622409  0.56202192  140.43104 265.3797  3.190
